"","ENTREZID","SYMBOL"
"1","15494","Hsd3b3"
"2","13074","Cyp17a1"
"3","15493","Hsd3b2"
"4","15492","Hsd3b1"
"5","15487","Hsd17b3"
"6","15497","Hsd3b6"
"7","15486","Hsd17b2"
"8","15496","Hsd3b5"
"9","15485","Hsd17b1"
"10","15495","Hsd3b4"
"11","15490","Hsd17b7"
"12","100043456","Gm10681"
"13","14060","F13b"
"14","15488","Hsd17b4"
