"","ENTREZID","SYMBOL"
"1","15483","Hsd11b1"
"2","15494","Hsd3b3"
"3","13074","Cyp17a1"
"4","15493","Hsd3b2"
"5","15492","Hsd3b1"
"6","13072","Cyp11b2"
"7","15497","Hsd3b6"
"8","15496","Hsd3b5"
"9","15484","Hsd11b2"
"10","15495","Hsd3b4"
"11","100043456","Gm10681"
"12","13070","Cyp11a1"
"13","77337","Akr1c21"
"14","13079","Cyp21a1"
